created_at,mint,symbol,refusal_reason,token_peak,token_label,inflow,trigger_mult,signature
2026-07-25 18:37:01.965296+00,4MiJvqxKzYh8Nsw68bK1RJZxdCDbmQ7Ya2W8D7PcgKd6,pUP,live_kill engaged,1.801,rug,1.105,1.223,RUG_RISK
2026-07-25 18:41:22.895901+00,37PjSSA6nrmB9inhRp6wRsSqEFBXLnLSqCjyVYcEzCYb,waddles,pool 2118 below the 8000 depth floor — no exit at size,2.552,winner,1.251,1.563,MOON_FAST
2026-07-25 18:46:29.368905+00,EtBdwCGkAVFC1Y6CBwrQjVHGBzEfpRpv79f7Qn5mpump,GPT,inflow 1.11× below the 1.15× band (71% vs 45% win),1.332,rug,1.107,1.201,BASE
2026-07-25 18:49:39.039226+00,2VoL3LzemgQpN2rvYLkoEQx7vBH4q7AMqcEi6UNxCtF3,waddles,clone wave: waddles rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),5.473,winner,1.142,1.303,RUG_RISK
2026-07-25 18:52:21.548739+00,29iXFE3M6wLDHL7yC5LYpBMWFfFPthsYJ83QMBiXJCpE,waddles,pool 1898 below the 2500 depth floor (smart-money floor) — no exit at size,1.894,rug,1.148,1.319,MOON_FAST
2026-07-25 18:54:04.299363+00,n9i3mXGmdJG3XPDpR1zJ9RixxiHTdGH42Nfb6ZaKWtU,AI,live_kill engaged,3.003,winner,1.100,1.210,RUG_RISK
2026-07-25 18:58:38.089938+00,3uEjbPVD9kTm6jeF2rQ2HqQfKYRRp1FSx94uV6TYm4KN,TRUMPCOIN,live_kill engaged,1.388,rug,1.112,1.236,RUG_RISK
2026-07-25 19:02:02.726463+00,4faCM9YudyZkHB3d451VsL45xp7u16M46gFEmYEJBmR6,waddles,clone wave: waddles rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),14.295,winner,1.175,1.383,RUG_RISK
2026-07-25 19:05:17.36603+00,G2qJ4EAk4qWt383wXhKvbkY2Jtd6Wd98wKr1Dv9wDbqJ,StockSIM,live_kill engaged,3.060,winner,1.134,1.281,RUG_RISK
2026-07-25 19:09:09.74012+00,45Xv5aLmpRn87ciLkyHtrQj73uZgQnwLpPe7qAUGwqE5,SPR,live_kill engaged,11.081,winner,1.135,1.289,RUG_RISK
2026-07-25 19:09:26.540268+00,44e8PtEvdtCJRHpPtCVik6ZFrYfqkyN7afh7NESxRxu3,Ansemwif,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.223,winner,1.306,1.707,RUG_RISK
2026-07-25 19:09:58.269055+00,9QnfbzvWymECSF3exUA3bYAAu8sfi6TDLrCFSzmaZVcs,Jay,pool 2083 below the 2500 depth floor (smart-money floor) — no exit at size,5.279,winner,1.272,1.619,MOON_STEADY
2026-07-25 19:22:18.755811+00,9wkT6yFntUcjFZoQ8N97K1wcisH4LjVFYFdoqgFBcJgW,MUMU,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.703,dud,1.250,1.494,RUG_RISK
2026-07-25 19:23:58.254007+00,5KePa4rze6Thf23W8fN3HmRksvBhh6s3pibKxuvt6yG7,waddles,clone wave: waddles rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),3.452,winner,1.429,2.042,MOON_STEADY
2026-07-25 19:27:03.822905+00,8yHvuETSTH5LdEsbSh9LpwoavxQthtjcS31Pv6EDpump,PAPERBRAIN,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.727,rug,1.133,1.252,RUG_RISK
2026-07-25 19:27:50.938353+00,68srhAARDbuQVYWZaLRQdmSRghCkcPU9Fp8Dh7JMU4Ce,酷酷来,MOON_STEADY — regime gate: 8h paper -28.2% on 17 — benched,2.191,winner,1.386,1.921,MOON_STEADY
2026-07-25 19:42:54.203976+00,4gmDCkeDhj9CvTANP1Z65U6CiDDV3rCd4iDUiCoqwwQj,bull,live_kill engaged,3.279,winner,1.116,1.246,MOON_SLOW
2026-07-25 19:48:53.461879+00,8MUBJygyyLHCxwX2H5ECXoCh5GBo73UjqhWEttQrBeLm,Ansemwif,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),12.989,winner,1.313,1.726,RUG_RISK
2026-07-25 19:51:11.522667+00,LUYoCUYfwgbRenHf6Y1LTQT62iRmKnj8XtRNquupump,Bull,live_kill engaged,1.533,rug,1.185,1.367,MOON_STEADY
2026-07-25 19:52:02.389007+00,BbdDKUbiKCkmrH5a6SPbXRcZ5xxwWGSzySzituK8PiKC,bull,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),23.140,winner,1.342,1.800,RUG_RISK
2026-07-25 19:52:48.043185+00,GbCYkcCFPJ1oAhJQePcr2Ytz1kLL6F1rWX3FiuRXdS5W,Scooby,live_kill engaged,12.112,winner,1.109,1.230,BASE
2026-07-25 19:55:11.064979+00,MeDy6nEaqwRs6g8bDuthTrMJfV8WEQDHA7bSHm3pump,Tiana,"trigger 1.73× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.647,winner,1.356,1.732,RUG_RISK
2026-07-25 19:55:26.137301+00,EyJpSxBB1dqFfKs3Gun9pzYpDyzs9ubxnKsGfekdZRMY,Ansemwif,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.594,rug,1.178,1.388,RUG_RISK
2026-07-25 19:57:13.251506+00,3XfwYbhw23F8CfiHvMaq98qQfvmU6iGdKn9hAUGwggUU,Tiana,live_kill engaged,13.692,winner,1.167,1.323,MOON_STEADY
2026-07-25 20:01:50.683393+00,Bu8jSKpxfnbdpJd8oKE928UXDYmXRCHzM6eJFzCzvZqx,bull,live_kill engaged,2.583,winner,1.145,1.312,RUG_RISK
2026-07-25 20:07:32.182127+00,8JH7GW7z2ctBRVhzYxXtRFUvcvPCTKPQpqS2GPJYfZxY,bull,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.834,rug,1.354,1.834,RUG_RISK
2026-07-25 20:13:13.329495+00,2dULp5ES4XU8hRy89C1iKW8UTBuhDqciq1692y2yoMxW,Tiana,live_kill engaged,8.278,winner,1.152,1.327,RUG_RISK
2026-07-25 20:19:09.377351+00,W3L5sctNGfb97TzJaW5uuJ78kyzj1QZkubdWLy3UKJL,Tiana,pool 2271 below the 2500 depth floor (smart-money floor) — no exit at size,5.462,winner,1.392,1.941,MOON_STEADY
2026-07-25 20:27:53.27904+00,Fz86DCEUC3YBnqiJCMkgF8Vn4ySo7epTxCybP15WocNb,Tiana,"trigger 2.02× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",8.767,winner,1.422,2.021,RISER
2026-07-25 20:36:09.501899+00,9rvMwnKbMonwwY88XFrrq2CWbFwYVypkjwsojhtzcSej,bull,pool 2004 below the 8000 depth floor — no exit at size,18.879,winner,1.296,1.685,MOON_SLOW
2026-07-25 20:41:45.401006+00,GV2QQyB2pd1p748JBQQW2sH65ffsHjv4RWJkCS6KE9DR,bull,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.788,dud,1.244,1.529,RUG_RISK
2026-07-25 20:50:58.441799+00,BfDFJdY5ZTQ3zbcoqPVvmxqPY6A9q8nrWxmg2KLbbtJ5,Ferret,live_kill engaged,7.336,winner,1.101,1.212,RISER
2026-07-25 21:11:15.565707+00,AUDupcBnWpYytPDiho6LiR1oZBFNiE7UJgkTpnvc8f4Z,waddles,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.711,dud,1.170,1.330,RUG_RISK
2026-07-25 21:19:17.20724+00,6kjEmFrnjx6nANZmHfwxEc9bLNEH61fPoKh31DyfqpEP,Alycia,live_kill engaged,1.716,rug,1.152,1.328,BASE
2026-07-25 21:23:11.515495+00,5jUrdzLt2pR1AmKkQFTfQDrCHmU7SadB7GD92nnL6tF6,Alycia,"trigger 1.90× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.863,winner,1.378,1.900,BASE
2026-07-25 21:23:29.893643+00,9vy57WrTm2qvjeLTyxSG7F58wPAF2vaCJdeYPjo2VAnU,BANANA,live_kill engaged,2.171,winner,1.196,1.382,MOON_STEADY
2026-07-25 21:30:18.295543+00,9HGh9DrtpK5F3wBajHEmSgkzDwoptQzceFKgmETcvyMW,BANANA,"trigger 1.90× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",9.369,winner,1.378,1.896,RISER
2026-07-25 21:32:14.51422+00,FpSH9YniQQFbJ9vwjxqsNHA7DNfecJEWiREFseb6pump,ASPCA,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.126,winner,1.155,1.292,RUG_RISK
2026-07-25 21:32:54.801211+00,5CPugbMTcUi3r7TotmNsUMjTfoAkAr6EXKmyG5cmsf8t,Ferret,clone wave: Ferret rugged or still open on another mint <60m — live refuses relaunches (paper keeps exploring),1.379,rug,1.113,1.239,MOON_STEADY
2026-07-25 21:38:18.16097+00,2mjoye2g2UQydjxCy21osRELW5FyUD7suUnr3y2nPZmH,GME,live_kill engaged,3.224,winner,1.179,1.390,RUG_RISK
2026-07-25 21:40:44.532186+00,CMYDnSTDSBbc2DMpkoH3naxGmJZbAajG5HmAKZAZvzdG,GME,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.819,winner,1.384,1.817,RUG_RISK
2026-07-25 21:46:30.051173+00,2dUspXu8ABDBiUGE6bsCQKAS8Nbn7AuifvL5qqYHPeTW,GME,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),4.031,winner,1.156,1.336,RUG_RISK
2026-07-25 21:59:11.195919+00,69SC3iNWHBpKsW4Ciy7vKoqSi3pA77HfmVHEL82gQMrs,DISHWASHER,live_kill engaged,19.976,winner,1.108,1.227,BASE
2026-07-25 22:00:45.786785+00,5bm9MKhdBvpQhRszW4FP8djkgh6kDTBtKdbBPmfKAAQR,GME,live_kill engaged,2.221,winner,1.121,1.254,MOON_STEADY
2026-07-25 22:01:29.114638+00,6Wpea7XovHsJFfuDT8fZs7pqghpQwCMpfHE2XJ3dskpY,TA,MOON_STEADY — regime gate: 8h paper -24.5% on 18 — benched,1.785,rug,1.336,1.785,MOON_STEADY
2026-07-25 22:13:07.703514+00,CeaTgNR3PDFZ8ZDVoLd5gQGSzRYgia65DcYA49FJ7vLE,FOMO,live_kill engaged,6.668,winner,1.102,1.214,RUG_RISK
2026-07-25 22:15:57.156606+00,q4g5GVC7gADW2wyPdyDT5B5e1PwFz6eFq6wdrkFheiD,X402WORMS,pool 2011 below the 2500 depth floor (smart-money floor) — no exit at size,8.425,winner,1.231,1.514,MOON_STEADY
2026-07-25 22:18:18.225178+00,76a3vBmJKtzFRXrRw5AWUkCYhrDjtjkZneGLyTqEQQid,BUNKEE,live_kill engaged,1.434,rug,1.181,1.393,RUG_RISK
2026-07-25 22:23:51.061549+00,3n6ojto4Pk4kjKF9rgEgVkpRRRna9KfbYYkBETFzEoc1,Lucy,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),6.612,winner,1.108,1.231,RUG_RISK
2026-07-25 22:30:16.85254+00,31Q4uPpveo7tdQB5XRFGGEEfqd6TXSYbPkiTkev1KsKm,Cupsey2028,live_kill engaged,5.335,winner,1.178,1.387,RUG_RISK
2026-07-25 22:30:44.635328+00,Gp6Bcc5ArJXqf7XsJCuE2L4hsxjNFFDaxAy7vwyFim1h,UP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.816,rug,1.305,1.597,RUG_RISK
2026-07-25 22:32:08.60426+00,EnkW7DjFQ4uy23ip4bG7DuxLsCfhDEVDZgMCnUJpump,UP,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.876,rug,1.141,1.266,RUG_RISK
2026-07-25 22:49:24.697096+00,2LeeFYEBuGhWNDwHYEDwTYJp9mYx4MJQEhiB2D74uZ3w,GME,live_kill engaged,2.968,winner,1.100,1.210,MOON_STEADY
2026-07-25 22:50:43.935886+00,G7fpKvEeCVJNbRTkxqQKnQfVxstL9YkMs3Wzcru1X9Mc,Lucy,live_kill engaged,2.031,winner,1.210,1.463,RISER
2026-07-25 22:54:12.249566+00,2VtoezXYYgLYZdfdp2DzBmBDMKeAcp8vrkLhjWSEA6Yt,Elon,MOON_STEADY — regime gate: 8h paper -4.0% on 18 — benched (hysteresis holds),3.437,winner,1.277,1.632,MOON_STEADY
2026-07-25 23:03:26.661063+00,6GjpQKsCsmScGVs4J4yUr1Qu2MWx1y5SR6cUJ5Rzpump,Rex,live_kill engaged,1.805,rug,1.285,1.548,MOON_SLOW
2026-07-25 23:05:54.543631+00,6ERr6SwPsnGznEu4y4zxmPgas5jUgGy6DTFw7Ny9GWx7,Rex,live_kill engaged,5.989,winner,1.168,1.363,RUG_RISK
2026-07-25 23:07:28.968557+00,HxeaVhC7cyjt21JZEpaHKVUDzDYEycYGfCvL7LDfcze5,X402WORMS,pool 2259 below the 8000 depth floor — no exit at size,1.909,rug,1.369,1.873,MOON_FAST
2026-07-25 23:12:39.979548+00,BHuY25Sqexfe4WakxephEmJdCAEb2sQoMYxpFU7MUbBT,GUS,live_kill engaged,2.351,winner,1.129,1.275,RUG_RISK
2026-07-25 23:12:58.577335+00,Fs8zBFRNAvgWsVDDbXCh1BDUL5cG95bSnQmASG7DV5q9,X402WORMS,pool 2005 below the 2500 depth floor (smart-money floor) — no exit at size,1.224,rug,1.100,1.209,MOON_FAST
2026-07-25 23:13:53.240379+00,6Xh1ywG4So3n9YR9q9UaCdsowFSEHcEZCri8u23W7wXp,GUS,live_kill engaged,18.523,winner,1.210,1.465,BASE
2026-07-25 23:14:44.070122+00,CcovxceCquxsBmBfZTwTHM1Axoi3wtui5kG9FgdWAvre,VADER,live_kill engaged,2.996,winner,1.201,1.444,RUG_RISK
2026-07-25 23:17:03.632399+00,Hm9WbYwNq9oYxroXrVGHqMJWFhP5vBHbzmYbvR7yFKHr,GUS,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.650,rug,1.265,1.600,RUG_RISK
2026-07-25 23:17:34.021622+00,5PJJETScrhPuNRTZVW1xpPyvwj3GTihnNvcg1hm8exQh,X402WORMS,pool 2086 below the 2500 depth floor (smart-money floor) — no exit at size,2.686,winner,1.170,1.369,MOON_VIOLENT
2026-07-25 23:20:13.439484+00,7rSpKgASuXN5hfw3jsKNZN6ysNCR1Eixb2PD2Nd9pump,Cog,live_kill engaged,10.140,winner,1.281,1.573,RISER
2026-07-25 23:25:51.849984+00,8gYtGLehzYQDYosiX21LWrN6ZayB8cPV43ChG32rL2zg,Cog,inflow 1.11× below the 1.15× band (71% vs 45% win),6.194,winner,1.110,1.231,MOON_STEADY
2026-07-25 23:30:07.173492+00,GWMXqMEEMse5T2X2dXGqxUvueTrdWDfeq6DELWx1mi97,GUS,pool 2300 below the 2500 depth floor (smart-money floor) — no exit at size,14.120,winner,1.410,1.979,MOON_STEADY
2026-07-25 23:33:04.465357+00,3H6UzHMLFizZA3rhEuxSeVr36ccmBDHgXAau9DELixcz,Cog,"trigger 1.65× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",6.730,winner,1.286,1.654,RUG_RISK
2026-07-25 23:37:00.708604+00,2sn1p8XWWmmYXQfGGbBfmiCcKfe9JTLCa6jg5zLk2uxf,Cog,live_kill engaged,6.882,winner,1.233,1.484,BASE
2026-07-25 23:42:31.98807+00,BKY1FXNmAyUB2ZuqqKZEmfaBuS5nwmnbKtvXZnJLmJYd,Cog,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.500,winner,1.315,1.730,RUG_RISK
2026-07-25 23:43:16.658556+00,C8mBqX1gNyHbmbKziTwZKz5MwaDD1mhgEoPi3PbtzXRB,Moneyless,live_kill engaged,3.604,winner,1.169,1.366,RUG_RISK
2026-07-25 23:44:02.648507+00,4nHB34Q2NCw5fBVqCN9Lpxme7ZmxjTVR7jSY7vzksWdG,Cog,live_kill engaged,1.912,rug,1.205,1.451,RISER
2026-07-25 23:49:46.589139+00,EESeo8THJsKiLCxVtd3X4fzybHcPWT2o8CNtCywRp64L,CROW,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.482,winner,1.472,1.984,RUG_RISK
2026-07-25 23:50:33.382492+00,4jk3LzUBN2hgyhFuhCEGrPiZJufiBUynbGB3oB5B6oJX,USDP,pool 1990 below the 8000 depth floor — no exit at size,1.576,rug,1.182,1.397,MOON_STEADY
2026-07-25 23:50:38.877028+00,3VgHfcurKgPJiUFNgq4uYfaH5Y4EFerVFxw51LeQ9t7A,Dat,pool 1730 below the 8000 depth floor — no exit at size,1.761,rug,1.203,1.448,MOON_STEADY
2026-07-25 23:54:45.368376+00,8ZBL688pbf1jNQTFig3yYnrjfBihnAFspfNELWuxthTY,Thumbelina,inflow 1.11× below the 1.15× band (71% vs 45% win),1.512,rug,1.112,1.237,MOON_SLOW
2026-07-25 23:59:08.103568+00,3uNAXX3M14e5aV5XdGPxsgKPzVV5kYDdCRQTPowhJzfV,BNB,live_kill engaged,5.271,winner,1.101,1.213,BASE
2026-07-25 23:59:10.499022+00,Bt59BaLnL4zh9g76wmCRbhF82MosBNkeARC5zXCaGYd9,BRODIE,live_kill engaged,1.788,dud,1.109,1.228,BASE
2026-07-26 00:01:03.133892+00,J61aroxNc3G5GEGMkgfd11pQLhoBMgwHc74yuud1NqEa,索拉米,pool 1903 below the 8000 depth floor — no exit at size,3.543,winner,1.165,1.357,MOON_SLOW
2026-07-26 00:02:18.808487+00,CLBr2Pt66jsCBjw1Q8JXbc7X6odrtuy1Bgtr6n5tL6jP,Cog,live_kill engaged,12.700,winner,1.255,1.578,BASE
2026-07-26 00:17:26.836537+00,3XrvvCY7A2sMsTMurbx6sMHXkbYpZbR1HnE9JSTdpump,realcoin,MOON_STEADY — regime gate: 8h paper -7.9% on 20 — benched,3.241,winner,1.432,1.925,MOON_STEADY
2026-07-26 00:19:04.295496+00,J3DHhgnEhAF7RwmY645wv7gRuuB3mSjUyuY9ca7FX7JD,ELON,live_kill engaged,1.712,rug,1.218,1.482,RISER
2026-07-26 00:21:28.552061+00,6Bk57s19qYdns33LCsjDnMrY7QFbiXyRiY7qDwQZTW2o,AntiTrump,live_kill engaged,8.362,winner,1.138,1.294,RUG_RISK
2026-07-26 00:23:46.202181+00,5x7Lz4WU1rNuRNcVjNtJ1BintEqRkNjcG6TxWtkMVews,PandaAI2,live_kill engaged,4.605,winner,1.169,1.364,BASE
2026-07-26 00:37:17.658622+00,7k2godbxJc7z1BUo7fEKzVDWNfBVPnkny3u6VLN4CNkp,Bee,live_kill engaged,2.257,winner,1.189,1.415,RISER
2026-07-26 00:40:02.845749+00,ANPjqAtvqtVqE1r2Xo3JzTeRACvMJvcpUzsLaUxWr2h6,Pancake,live_kill engaged,4.088,winner,1.124,1.236,BASE
2026-07-26 00:48:40.400997+00,DGGktXwLkxRNC4f4ra2QnsRJ1QWKJfQBQbNzTbLmT7nf,ALYCIA,MOON_VIOLENT — regime gate: thin sample (1) — waiting for paper to prove the turn,1.256,rug,1.223,1.252,MOON_VIOLENT
2026-07-26 00:51:37.000523+00,2LVPMGnTUFjtKQckLmecEBxhukZSvKmW87kBviHoXY11,Andy,live_kill engaged,2.854,winner,1.101,1.210,RUG_RISK
2026-07-26 00:51:56.788493+00,7NZRiW36GUL3vZEWG4Hu69R1mCWxSoDhpmDLJdQy8ZJb,Bee,live_kill engaged,2.684,winner,1.106,1.225,RUG_RISK
2026-07-26 01:03:24.187995+00,B3HVYWQnS4wK4tjWrz3xq29fq9GV14PpjPEBXtepnJvo,Bee,pool 2077 below the 8000 depth floor — no exit at size,2.741,winner,1.268,1.607,MOON_FAST
2026-07-26 01:08:52.828253+00,5opF19E6RgppbwGYkSJ92foVP8REtGXMdsgmtePAnXyL,GOJIPOWER,pool 2499 below the 8000 depth floor — no exit at size,6.814,winner,1.317,1.735,MOON_STEADY
2026-07-26 01:14:24.640661+00,BscNc2xi6eJUmTZ8xFXmWC7jXcihyiDxz8qkZNBspump,pumpcat,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.118,winner,1.378,1.786,RUG_RISK
2026-07-26 01:29:23.935698+00,FQ3vbQJUjTPiYUi6nnaQCK6HL88EJmHMCXM8svmdwvFr,pumpcat,live_kill engaged,4.278,winner,1.234,1.523,RISER
2026-07-26 01:32:35.407788+00,XRRYUspHipkhEMatKfPhYMn42pA9v9L7cvwQGRFA53a,GLC,"trigger 1.67× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",1.965,rug,1.332,1.669,RUG_RISK
2026-07-26 01:34:04.351583+00,4QpuTUwNEGbNvUgt5MiQmaL5HGBxwbhs5SkH4v9QCHob,pumpcat,live_kill engaged,4.633,winner,1.151,1.325,BASE
2026-07-26 01:34:09.179941+00,BzutA7i5uCBpMJ75ugkkXYqeCeGBDdGhjAMPt4PQsiRc,CAMEL,live_kill engaged,2.447,winner,1.112,1.235,RUG_RISK
2026-07-26 01:35:41.359257+00,348XwoKzKyk5ggnikx9pJJrmsWLrZZ6FHKccs8gLpump,popdeng,MOON_STEADY — regime gate: 8h paper -8.3% on 20 — benched,1.675,rug,1.255,1.508,MOON_STEADY
2026-07-26 01:38:15.232284+00,A3JJWBJtE9ghF5sLM2yancVQndQfLuPh1W9E55Y8q4k3,Cog,live_kill engaged,7.502,winner,1.158,1.339,BASE
2026-07-26 01:38:50.032492+00,CL8TVzrZUFkhQRJWgxf4DtZZCHq6G8VmAR3Jsd9wFiNY,GLC,"trigger 1.91× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",10.396,winner,1.384,1.914,BASE
2026-07-26 01:38:50.397194+00,4z4UduHpzoSPjsw17q7G9PPDqAGsf3giZKCZjdCpGxbi,Alycia,live_kill engaged,3.957,winner,1.238,1.519,BASE
2026-07-26 01:46:01.809954+00,64H8TqCcuRPokbFkGm6gqnMA6qcQzhqoQoU17zcTHo2N,Cog,live_kill engaged,12.987,winner,1.306,1.648,RISER
2026-07-26 02:11:20.927475+00,G495hExk64CiaQhPCYLL6CXSJSHugrGDRFsMHwfk2cpt,sharkdog,live_kill engaged,3.425,winner,1.136,1.289,BASE
2026-07-26 02:12:04.371258+00,3qdq4Z7YnvgTKHtTyCcxFstZ815dEqyh1w6FVmGmpump,Kys nigger,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.925,rug,1.323,1.674,RUG_RISK
2026-07-26 02:20:11.99876+00,3Wpef19XrQcnoZQbZh7NN8SJkLiQbnsHbXc9YFfnebJJ,ANSEM,"trigger 1.89× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",14.880,winner,1.375,1.891,BASE
2026-07-26 02:24:04.591247+00,2HRfQBjwUykzKEv5hWeBdrr4nUP7BDuqS7mr125qcsCc,VDC,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),2.246,winner,1.149,1.316,RUG_RISK
2026-07-26 02:27:57.925013+00,863DpSytrts9JfcaUEM2t2jWm8CtXR8nJ5Y5Zzw5QfmJ,BRUNO,live_kill engaged,4.033,winner,1.130,1.275,RUG_RISK
2026-07-26 02:27:58.1436+00,HGVVkt3pRNNFqYKyG2uazv7WvZuBQXHUgSoSoPyRd22x,DeepSeekAI,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.313,rug,1.134,1.285,RUG_RISK
2026-07-26 02:32:40.905489+00,HjCdgq23rf5TpEN7rUrXfSTU4zeNqp6VDzE5iGzYyYQ8,BRODIE,live_kill engaged,1.690,dud,1.137,1.255,RUG_RISK
2026-07-26 02:33:28.729616+00,73qinWbMGTTXoCPbAD2Da3ynozmMGjWFmSQxf27JHcNh,DeepSeekAI,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),11.872,winner,1.120,1.255,RUG_RISK
2026-07-26 02:34:55.960054+00,DdeVHhNAJ7f14fECDqbnXwhKFzkpi97Lr2fj1M8Bpump,SWIFL,live_kill engaged,1.312,rug,1.156,1.298,MOON_STEADY
2026-07-26 02:44:29.644569+00,HT3cFb8ohxsFiFWLwsabxXeeKY7ZQCiEG15ycrXkNqv,CXMT,inflow 1.11× below the 1.15× band (71% vs 45% win),2.530,winner,1.106,1.206,BASE
2026-07-26 02:47:18.687255+00,8KN7Q1G88UsJbK6SLpS1WZVEUfS2MsuqxgeQVd6Q89oU,LOLA,"trigger 1.77× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",2.961,winner,1.331,1.771,BASE
2026-07-26 02:50:26.689796+00,9ukTPv7Jxd9nwiX4o9EA3Gm6gK95VERHH5rp5Hjypump,SWIFL,"inflow 1.19× below the 1.2× floor — sub-envelope crowd-pass ran −$0.81/t at size (F3 floor, ratified; paper probes it)",6.156,winner,1.194,1.380,BASE
2026-07-26 02:54:26.51236+00,DhJuwov1JuqyFC5YEwH8GCUxYFw7SxZGiJbEDCYMLuqG,gato,live_kill engaged,3.962,winner,1.112,1.237,RUG_RISK
2026-07-26 02:58:21.947369+00,zheC3kA4ypd3J8qYWTfLfk3B9ddeEBGiLzGASWtsoiE,sc,live_kill engaged,2.783,winner,1.144,1.306,RUG_RISK
2026-07-26 03:07:50.573508+00,646emPQ9F7A7VKNHrmDcKptVuz3c4oMr8ZRHmdzVRbRx,sc,"trigger 1.74× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",5.490,winner,1.321,1.745,RISER
2026-07-26 03:12:34.379312+00,5pxmRUdLEwSmngczgZyVUEKgayb7cvvDSkhs4sRbsj9g,fuck,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),14.786,winner,1.131,1.280,RUG_RISK
2026-07-26 03:18:06.936865+00,9pCftJxR9fFa6uSuMpvwyCxQFUoupWoGUb8rKp7jMyng,Bee,live_kill engaged,16.344,winner,1.247,1.554,MOON_SLOW
2026-07-26 03:18:07.936395+00,UoRgEfFVrXwomZkiJK7QKg1tqsbJi3L45KQo7wCvLi7,Rick,live_kill engaged,1.745,rug,1.282,1.643,RISER
2026-07-26 03:26:14.515579+00,2uuidaZU3f5kRQEsz8wBg7CvjcJ1RXaFdKC7AtYhToiY,/DREAM,RUG_RISK — class is not traded (RUG_RISK not formula-qualified: needs crowd-PASS + in-envelope),1.606,rug,1.116,1.244,RUG_RISK
2026-07-26 03:27:25.755159+00,9dWNasG7D5D54F8XuLKfPSZ6MSXhRK1KvKnTrD5J4VnN,/dream,live_kill engaged,5.087,winner,1.097,1.203,RUG_RISK
2026-07-26 03:31:22.674385+00,HQMD3VZM3nWhNAwVKKk4jzdFBQW5heweL7pSCJrVhrwK,/dream,live_kill engaged,3.165,winner,1.149,1.321,RUG_RISK
2026-07-26 03:39:16.25377+00,EjoDGcXkssYR4PFfL2bU8EYJqG38N13nyHazX1yY6mnT,PapErclip,"trigger 1.66× in the sensor slice (>1.65) — paper probes it, live declines (−$1.01/t measured)",5.488,winner,1.296,1.660,BASE
2026-07-26 03:39:16.863262+00,qydQ3j1vGoHKai3yzv88PWGz49VkKftmZDfZaxVqJ4k,/dream,live_kill engaged,2.802,winner,1.124,1.251,RUG_RISK
